meaningful_phrase,bias,outlet,url,sentiment,bias_score,lean_score
schooling trump directs,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/01/trump-tells-doj-to-prosecute-teachers-who-unlawfully-support-trans-or-nonbinary-students/,0.0,0.8774333333333333,-0.8774333333333333
saying transgender operations,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/01/trump-tells-doj-to-prosecute-teachers-who-unlawfully-support-trans-or-nonbinary-students/,0.0,0.9262666666666667,-0.9262666666666667
sex banning trans,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/01/trump-tells-doj-to-prosecute-teachers-who-unlawfully-support-trans-or-nonbinary-students/,0.0,0.8649999999999999,-0.8649999999999999
schooling trump,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/01/trump-tells-doj-to-prosecute-teachers-who-unlawfully-support-trans-or-nonbinary-students/,0.0,0.7685333333333334,-0.7685333333333334
le pen conviction,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/france-le-pen-trump-corruption-conviction/,0.0,0.8378666666666666,-0.8378666666666666
le pen convicted,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/france-le-pen-trump-corruption-conviction/,0.0,0.8447999999999999,-0.8447999999999999
conviction le pen,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/france-le-pen-trump-corruption-conviction/,0.0,0.8603,-0.8603
le pen verdict,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/france-le-pen-trump-corruption-conviction/,0.0,0.8533,-0.8533
le pen reportedly,left,https://www.motherjones.com,https://www.motherjones.com/politics/2025/03/france-le-pen-trump-corruption-conviction/,0.0,0.8755333333333333,-0.8755333333333333
days discourse cynics,left,https://www.thenation.com,https://www.thenation.com/article/society/last-days-discourse-electronic-plebescite/,0.0,0.8768666666666668,-0.8768666666666668
days discourse wallowing,left,https://www.thenation.com,https://www.thenation.com/article/society/last-days-discourse-electronic-plebescite/,0.0,0.9126666666666666,-0.9126666666666666
column days discourse,left,https://www.thenation.com,https://www.thenation.com/article/society/last-days-discourse-electronic-plebescite/,0.0,0.8779,-0.8779
days discourse,left,https://www.thenation.com,https://www.thenation.com/article/society/last-days-discourse-electronic-plebescite/,0.0,0.7997333333333333,-0.7997333333333333
days discourse agreed,left,https://www.thenation.com,https://www.thenation.com/article/society/last-days-discourse-electronic-plebescite/,0.0,0.8924333333333333,-0.8924333333333333
musk machinations trump,left,https://www.thenation.com,https://www.thenation.com/article/politics/trump-musk-democrats-fight-back/,0.0,0.9248,-0.9248
evacuation usaid,left,https://www.thenation.com,https://www.thenation.com/article/politics/trump-musk-democrats-fight-back/,0.0,0.7743333333333333,-0.7743333333333333
panicking elon musk,left,https://www.thenation.com,https://www.thenation.com/article/politics/trump-musk-democrats-fight-back/,0.0,0.8537,-0.8537
usaid headquarters dispiriting,left,https://www.thenation.com,https://www.thenation.com/article/politics/trump-musk-democrats-fight-back/,0.0,0.8329,-0.8329
away actions democrats,left,https://www.thenation.com,https://www.thenation.com/article/politics/trump-musk-democrats-fight-back/,0.0,0.8278,-0.8278
sidelines governor newsom,left,https://www.thenation.com,https://www.thenation.com/article/politics/smoke-signals/,0.0,0.8847666666666667,-0.8847666666666667
sidelines california governor,left,https://www.thenation.com,https://www.thenation.com/article/politics/smoke-signals/,0.0,0.8452333333333334,-0.8452333333333334
sidelines governor,left,https://www.thenation.com,https://www.thenation.com/article/politics/smoke-signals/,0.0,0.7462,-0.7462
time sidelines governor,left,https://www.thenation.com,https://www.thenation.com/article/politics/smoke-signals/,0.0,0.8418333333333333,-0.8418333333333333
governor newsom time,left,https://www.thenation.com,https://www.thenation.com/article/politics/smoke-signals/,0.0,0.9028333333333333,-0.9028333333333333
greenpeace verdict energy,left,https://www.thenation.com,https://www.thenation.com/article/environment/greenpeace-civil-society/,0.0,0.8173333333333334,-0.8173333333333334
claimed greenpeace,left,https://www.thenation.com,https://www.thenation.com/article/environment/greenpeace-civil-society/,0.0,0.7655,-0.7655
greenpeace making case,left,https://www.thenation.com,https://www.thenation.com/article/environment/greenpeace-civil-society/,0.0,0.8315,-0.8315
case greenpeace following,left,https://www.thenation.com,https://www.thenation.com/article/environment/greenpeace-civil-society/,0.0,0.9298333333333333,-0.9298333333333333
arguing case greenpeace,left,https://www.thenation.com,https://www.thenation.com/article/environment/greenpeace-civil-society/,0.0,0.8437,-0.8437
nation monthly newsletter,left,https://www.thenation.com,https://www.thenation.com/article/politics/party-under-country-dissecting-the-democratic-malaise/,0.0,0.8936999999999999,-0.8936999999999999
nation weekly newsletter,left,https://www.thenation.com,https://www.thenation.com/article/politics/party-under-country-dissecting-the-democratic-malaise/,0.0,0.9015666666666666,-0.9015666666666666
support nation journalism,left,https://www.thenation.com,https://www.thenation.com/article/politics/party-under-country-dissecting-the-democratic-malaise/,0.0,0.9071000000000001,-0.9071000000000001
newsletter repro nation,left,https://www.thenation.com,https://www.thenation.com/article/politics/party-under-country-dissecting-the-democratic-malaise/,0.0,0.8669666666666668,-0.8669666666666668
issue subscribe nation,left,https://www.thenation.com,https://www.thenation.com/article/politics/party-under-country-dissecting-the-democratic-malaise/,0.0,0.8841666666666667,-0.8841666666666667
germinares cardero céspedes,left,https://www.thenation.com,https://www.thenation.com/article/world/cuba-embargo-sanctions-scarcity-rubio/,0.0,0.8817333333333334,-0.8817333333333334
germinares cardero,left,https://www.thenation.com,https://www.thenation.com/article/world/cuba-embargo-sanctions-scarcity-rubio/,0.0,0.8320333333333334,-0.8320333333333334
cardero céspedes suffering,left,https://www.thenation.com,https://www.thenation.com/article/world/cuba-embargo-sanctions-scarcity-rubio/,0.0,0.8923333333333333,-0.8923333333333333
cardero céspedes lives,left,https://www.thenation.com,https://www.thenation.com/article/world/cuba-embargo-sanctions-scarcity-rubio/,0.0,0.8862333333333333,-0.8862333333333333
cardero céspedes afterward,left,https://www.thenation.com,https://www.thenation.com/article/world/cuba-embargo-sanctions-scarcity-rubio/,0.0,0.8863333333333333,-0.8863333333333333
airplane father smoking,left,https://www.thenation.com,https://www.thenation.com/article/society/airline-deregulation-carter-neoliberalism/,0.0,0.8777666666666667,-0.8777666666666667
cigarette airplane father,left,https://www.thenation.com,https://www.thenation.com/article/society/airline-deregulation-carter-neoliberalism/,0.0,0.8831333333333333,-0.8831333333333333
cigarette airplane,left,https://www.thenation.com,https://www.thenation.com/article/society/airline-deregulation-carter-neoliberalism/,0.0,0.7876333333333333,-0.7876333333333333
cigarette lying,left,https://www.thenation.com,https://www.thenation.com/article/society/airline-deregulation-carter-neoliberalism/,0.0,0.7566333333333333,-0.7566333333333333
airplanes bars smoking,left,https://www.thenation.com,https://www.thenation.com/article/society/airline-deregulation-carter-neoliberalism/,0.0,0.8654999999999999,-0.8654999999999999
feminism reeves,left,https://www.thenation.com,https://www.thenation.com/article/society/richard-reeves-profile/,0.0,0.7763666666666666,-0.7763666666666666
gender equality reeves,left,https://www.thenation.com,https://www.thenation.com/article/society/richard-reeves-profile/,0.0,0.8587666666666666,-0.8587666666666666
feminists reeves believes,left,https://www.thenation.com,https://www.thenation.com/article/society/richard-reeves-profile/,0.0,0.8899333333333334,-0.8899333333333334
feminists reeves,left,https://www.thenation.com,https://www.thenation.com/article/society/richard-reeves-profile/,0.0,0.7708333333333334,-0.7708333333333334
feminism reeves interpreted,left,https://www.thenation.com,https://www.thenation.com/article/society/richard-reeves-profile/,0.0,0.8896333333333333,-0.8896333333333333
arrested ice ozturk,left,https://www.thenation.com,https://www.thenation.com/article/activism/rumeysa-ozturk-kaveh-akbar/,0.0,0.8555333333333334,-0.8555333333333334
ozturk arrested ice,left,https://www.thenation.com,https://www.thenation.com/article/activism/rumeysa-ozturk-kaveh-akbar/,0.0,0.8392333333333334,-0.8392333333333334
ozturk detention,left,https://www.thenation.com,https://www.thenation.com/article/activism/rumeysa-ozturk-kaveh-akbar/,0.0,0.7172666666666667,-0.7172666666666667
reason ozturk detention,left,https://www.thenation.com,https://www.thenation.com/article/activism/rumeysa-ozturk-kaveh-akbar/,0.0,0.8586,-0.8586
ozturk arrested,left,https://www.thenation.com,https://www.thenation.com/article/activism/rumeysa-ozturk-kaveh-akbar/,0.0,0.7372666666666667,-0.7372666666666667
leader philippines guilty,left,https://www.thenation.com,https://www.thenation.com/article/world/european-union-liberal-democracy/,-0.5,0.8904,-0.8904
duterte accused,left,https://www.thenation.com,https://www.thenation.com/article/world/european-union-liberal-democracy/,0.0,0.7713666666666666,-0.7713666666666666
europe champion liberal,left,https://www.thenation.com,https://www.thenation.com/article/world/european-union-liberal-democracy/,0.0,0.8371,-0.8371
duterte accused threatening,left,https://www.thenation.com,https://www.thenation.com/article/world/european-union-liberal-democracy/,0.0,0.8492000000000001,-0.8492000000000001
philippines guilty,left,https://www.thenation.com,https://www.thenation.com/article/world/european-union-liberal-democracy/,-0.5,0.7645,-0.7645
governor gavin newsom,left,https://www.thenation.com,https://www.thenation.com/article/politics/california-newsom-sidelines-trump/,0.0,0.8826666666666666,-0.8826666666666666
politics governor newsom,left,https://www.thenation.com,https://www.thenation.com/article/politics/california-newsom-sidelines-trump/,0.0,0.9093333333333332,-0.9093333333333332
california governor gavin,left,https://www.thenation.com,https://www.thenation.com/article/politics/california-newsom-sidelines-trump/,0.0,0.9089999999999999,-0.9089999999999999
election california governor,left,https://www.thenation.com,https://www.thenation.com/article/politics/california-newsom-sidelines-trump/,0.0,0.8903666666666666,-0.8903666666666666
governor newsom,left,https://www.thenation.com,https://www.thenation.com/article/politics/california-newsom-sidelines-trump/,0.0,0.8139,-0.8139
california free speech,left,https://www.thenation.com,https://www.thenation.com/article/activism/new-free-speech-movement/,0.4,0.8389333333333333,-0.8389333333333333
free speech movement,left,https://www.thenation.com,https://www.thenation.com/article/activism/new-free-speech-movement/,0.4,0.9107,-0.9107
threatens free speech,left,https://www.thenation.com,https://www.thenation.com/article/activism/new-free-speech-movement/,0.4,0.8444666666666666,-0.8444666666666666
free speech stood,left,https://www.thenation.com,https://www.thenation.com/article/activism/new-free-speech-movement/,0.4,0.8996666666666666,-0.8996666666666666
crisis free speech,left,https://www.thenation.com,https://www.thenation.com/article/activism/new-free-speech-movement/,0.4,0.8443999999999999,-0.8443999999999999
trump controversial rally,left,https://www.thenation.com,https://www.thenation.com/article/society/black-maga-supporters-racism/,0.55,0.8155333333333333,-0.8155333333333333
trump maga white,left,https://www.thenation.com,https://www.thenation.com/article/society/black-maga-supporters-racism/,0.0,0.9006333333333334,-0.9006333333333334
trump playlist rally,left,https://www.thenation.com,https://www.thenation.com/article/society/black-maga-supporters-racism/,0.0,0.8687999999999999,-0.8687999999999999
song played trump,left,https://www.thenation.com,https://www.thenation.com/article/society/black-maga-supporters-racism/,0.0,0.8317,-0.8317
rally confederate white,left,https://www.thenation.com,https://www.thenation.com/article/society/black-maga-supporters-racism/,0.0,0.9005666666666666,-0.9005666666666666
experiencing homelessness america,left,https://www.thenation.com,https://www.thenation.com/article/culture/goldstone-there-is-no-place-working-homeless-qa/,0.0,0.9503666666666666,-0.9503666666666666
homelessness georgia atlanta,left,https://www.thenation.com,https://www.thenation.com/article/culture/goldstone-there-is-no-place-working-homeless-qa/,0.0,0.8639,-0.8639
working homeless america,left,https://www.thenation.com,https://www.thenation.com/article/culture/goldstone-there-is-no-place-working-homeless-qa/,0.0,0.9151666666666666,-0.9151666666666666
homelessness america,left,https://www.thenation.com,https://www.thenation.com/article/culture/goldstone-there-is-no-place-working-homeless-qa/,0.0,0.7756,-0.7756
housing homelessness,left,https://www.thenation.com,https://www.thenation.com/article/culture/goldstone-there-is-no-place-working-homeless-qa/,0.0,0.7919666666666667,-0.7919666666666667
confirm age 16,left,https://www.thenation.com,https://www.thenation.com/politics/,0.0,0.8889333333333332,-0.8889333333333332
journalism unsubscribe,left,https://www.thenation.com,https://www.thenation.com/politics/,0.0,0.7998,-0.7998
journalism unsubscribe adjust,left,https://www.thenation.com,https://www.thenation.com/politics/,0.0,0.8744999999999999,-0.8744999999999999
signing confirm age,left,https://www.thenation.com,https://www.thenation.com/politics/,0.0,0.8524666666666666,-0.8524666666666666
confirm age,left,https://www.thenation.com,https://www.thenation.com/politics/,0.0,0.785,-0.785
activism tony benn,left,https://www.thenation.com,https://www.thenation.com/article/activism/tony-benn-at-100/,0.0,0.8727666666666667,-0.8727666666666667
oligarchy tony benn,left,https://www.thenation.com,https://www.thenation.com/article/activism/tony-benn-at-100/,0.0,0.8644333333333334,-0.8644333333333334
activism tony,left,https://www.thenation.com,https://www.thenation.com/article/activism/tony-benn-at-100/,0.0,0.8017,-0.8017
benn proud radical,left,https://www.thenation.com,https://www.thenation.com/article/activism/tony-benn-at-100/,0.8,0.8611333333333334,-0.8611333333333334
tony benn,left,https://www.thenation.com,https://www.thenation.com/article/activism/tony-benn-at-100/,0.0,0.8336333333333333,-0.8336333333333333
racist senator,left,https://www.thenation.com,https://www.thenation.com/article/politics/cory-booker-senate-record-floor-speech/,0.0,0.7813666666666667,-0.7813666666666667
notoriously racist senator,left,https://www.thenation.com,https://www.thenation.com/article/politics/cory-booker-senate-record-floor-speech/,0.0,0.9123333333333333,-0.9123333333333333
racist senator strom,left,https://www.thenation.com,https://www.thenation.com/article/politics/cory-booker-senate-record-floor-speech/,0.0,0.8644333333333334,-0.8644333333333334
politics cory booker,left,https://www.thenation.com,https://www.thenation.com/article/politics/cory-booker-senate-record-floor-speech/,0.0,0.9091,-0.9091
black senators spoke,left,https://www.thenation.com,https://www.thenation.com/article/politics/cory-booker-senate-record-floor-speech/,-0.16666666666666666,0.8887,-0.8887
virginia professors jefferson,left,https://www.thenation.com,https://www.thenation.com/article/society/trump-academic-purge/,0.0,0.9212333333333333,-0.9212333333333333
jefferson hired europeans,left,https://www.thenation.com,https://www.thenation.com/article/society/trump-academic-purge/,0.0,0.8753666666666667,-0.8753666666666667
professors jefferson,left,https://www.thenation.com,https://www.thenation.com/article/society/trump-academic-purge/,0.0,0.7966000000000001,-0.7966000000000001
professors jefferson hired,left,https://www.thenation.com,https://www.thenation.com/article/society/trump-academic-purge/,0.0,0.9117666666666667,-0.9117666666666667
learning jefferson,left,https://www.thenation.com,https://www.thenation.com/article/society/trump-academic-purge/,0.0,0.7864,-0.7864
pen verdict french,left,https://www.thenation.com,https://www.thenation.com/article/world/marine-le-pen-france-far-right-democracy/,0.0,0.9113666666666668,-0.9113666666666668
le pen verdict,left,https://www.thenation.com,https://www.thenation.com/article/world/marine-le-pen-france-far-right-democracy/,0.0,0.8533,-0.8533
pen candidate france,left,https://www.thenation.com,https://www.thenation.com/article/world/marine-le-pen-france-far-right-democracy/,0.0,0.8593000000000001,-0.8593000000000001
ruling le pen,left,https://www.thenation.com,https://www.thenation.com/article/world/marine-le-pen-france-far-right-democracy/,0.0,0.8753666666666667,-0.8753666666666667
stolen le pen,left,https://www.thenation.com,https://www.thenation.com/article/world/marine-le-pen-france-far-right-democracy/,0.0,0.8654666666666667,-0.8654666666666667
nation monthly newsletter,left,https://www.thenation.com,https://www.thenation.com/article/archive/week-nation-history-what-de-blasio-can-learn-his-model-la-guardia/,0.0,0.8936999999999999,-0.8936999999999999
nation weekly newsletter,left,https://www.thenation.com,https://www.thenation.com/article/archive/week-nation-history-what-de-blasio-can-learn-his-model-la-guardia/,0.0,0.9015666666666666,-0.9015666666666666
support nation journalism,left,https://www.thenation.com,https://www.thenation.com/article/archive/week-nation-history-what-de-blasio-can-learn-his-model-la-guardia/,0.0,0.9071000000000001,-0.9071000000000001
newsletter repro nation,left,https://www.thenation.com,https://www.thenation.com/article/archive/week-nation-history-what-de-blasio-can-learn-his-model-la-guardia/,0.0,0.8669666666666668,-0.8669666666666668
issue subscribe nation,left,https://www.thenation.com,https://www.thenation.com/article/archive/week-nation-history-what-de-blasio-can-learn-his-model-la-guardia/,0.0,0.8841666666666667,-0.8841666666666667
dodgers tradition,left,https://www.thenation.com,https://www.thenation.com/article/society/dodgers-trump-white-house-disgrace/,0.0,0.7876666666666666,-0.7876666666666666
jackie robinson dodgers,left,https://www.thenation.com,https://www.thenation.com/article/society/dodgers-trump-white-house-disgrace/,0.0,0.9114333333333334,-0.9114333333333334
robinson dodgers,left,https://www.thenation.com,https://www.thenation.com/article/society/dodgers-trump-white-house-disgrace/,0.0,0.8428333333333334,-0.8428333333333334
celebrate jackie robinson,left,https://www.thenation.com,https://www.thenation.com/article/society/dodgers-trump-white-house-disgrace/,0.0,0.8621,-0.8621
dodgers tradition visit,left,https://www.thenation.com,https://www.thenation.com/article/society/dodgers-trump-white-house-disgrace/,0.0,0.8815333333333334,-0.8815333333333334
kamwe hualapai tribe,left,https://www.thenation.com,https://www.thenation.com/article/environment/tribal-nations-arizona-mining/,0.0,0.9306,-0.9306
hualapai tribe,left,https://www.thenation.com,https://www.thenation.com/article/environment/tribal-nations-arizona-mining/,0.0,0.8339333333333334,-0.8339333333333334
tribe hualapai,left,https://www.thenation.com,https://www.thenation.com/article/environment/tribal-nations-arizona-mining/,0.0,0.8362333333333334,-0.8362333333333334
hualapai tribe patiently,left,https://www.thenation.com,https://www.thenation.com/article/environment/tribal-nations-arizona-mining/,0.0,0.9092666666666668,-0.9092666666666668
hualapai land,left,https://www.thenation.com,https://www.thenation.com/article/environment/tribal-nations-arizona-mining/,0.0,0.7878,-0.7878
don trump gaza,left,https://www.thenation.com,https://www.thenation.com/article/politics/trump-gaza-fascism/,0.0,0.8676666666666666,-0.8676666666666666
mahmoud khalil activist,left,https://www.thenation.com,https://www.thenation.com/article/politics/trump-gaza-fascism/,0.0,0.9189666666666666,-0.9189666666666666
trump gaza,left,https://www.thenation.com,https://www.thenation.com/article/politics/trump-gaza-fascism/,0.0,0.7183333333333333,-0.7183333333333333
trump gaza fascism,left,https://www.thenation.com,https://www.thenation.com/article/politics/trump-gaza-fascism/,0.0,0.8631666666666667,-0.8631666666666667
palestinian american,left,https://www.thenation.com,https://www.thenation.com/article/politics/trump-gaza-fascism/,0.0,0.7680666666666666,-0.7680666666666666
sidelines governor newsom,left,https://www.thenation.com,https://www.thenation.com/article/politics/loot-hauley/,0.0,0.8847666666666667,-0.8847666666666667
sidelines california governor,left,https://www.thenation.com,https://www.thenation.com/article/politics/loot-hauley/,0.0,0.8452333333333334,-0.8452333333333334
sidelines governor,left,https://www.thenation.com,https://www.thenation.com/article/politics/loot-hauley/,0.0,0.7462,-0.7462
time sidelines governor,left,https://www.thenation.com,https://www.thenation.com/article/politics/loot-hauley/,0.0,0.8418333333333333,-0.8418333333333333
governor newsom time,left,https://www.thenation.com,https://www.thenation.com/article/politics/loot-hauley/,0.0,0.9028333333333333,-0.9028333333333333
stephen miller cruel,left,https://www.thenation.com,https://www.thenation.com/article/politics/stephen-miller-hatemonger-biography/,-1.0,0.8621,-0.8621
hatemonger stephen miller,left,https://www.thenation.com,https://www.thenation.com/article/politics/stephen-miller-hatemonger-biography/,0.0,0.8551000000000001,-0.8551000000000001
biography miller hatemonger,left,https://www.thenation.com,https://www.thenation.com/article/politics/stephen-miller-hatemonger-biography/,0.0,0.8641,-0.8641
present stephen miller,left,https://www.thenation.com,https://www.thenation.com/article/politics/stephen-miller-hatemonger-biography/,0.0,0.8929999999999999,-0.8929999999999999
stephen miller white,left,https://www.thenation.com,https://www.thenation.com/article/politics/stephen-miller-hatemonger-biography/,0.0,0.9123666666666667,-0.9123666666666667
political imagination paris,left,https://www.thenation.com,https://www.thenation.com/article/culture/kristin-ross-commune-form-zad/,0.0,0.8936333333333333,-0.8936333333333333
class politics confront,left,https://www.thenation.com,https://www.thenation.com/article/culture/kristin-ross-commune-form-zad/,0.0,0.8839333333333332,-0.8839333333333332
paris commune kristin,left,https://www.thenation.com,https://www.thenation.com/article/culture/kristin-ross-commune-form-zad/,0.0,0.8502333333333333,-0.8502333333333333
marx paris,left,https://www.thenation.com,https://www.thenation.com/article/culture/kristin-ross-commune-form-zad/,0.0,0.8631333333333333,-0.8631333333333333
class politics,left,https://www.thenation.com,https://www.thenation.com/article/culture/kristin-ross-commune-form-zad/,0.0,0.7894666666666666,-0.7894666666666666
gaza safely break,left,https://www.thenation.com,https://www.thenation.com/article/world/mothers-plea-from-gaza-ramadan-hunger/,0.5,0.8327,-0.8327
gaza weaponizing hunger,left,https://www.thenation.com,https://www.thenation.com/article/world/mothers-plea-from-gaza-ramadan-hunger/,0.0,0.8389333333333333,-0.8389333333333333
gaza safely,left,https://www.thenation.com,https://www.thenation.com/article/world/mothers-plea-from-gaza-ramadan-hunger/,0.5,0.7281,-0.7281
mother plea gaza,left,https://www.thenation.com,https://www.thenation.com/article/world/mothers-plea-from-gaza-ramadan-hunger/,0.0,0.8455,-0.8455
palestine entirely ramadan,left,https://www.thenation.com,https://www.thenation.com/article/world/mothers-plea-from-gaza-ramadan-hunger/,0.0,0.8694999999999999,-0.8694999999999999
mickey 17 dystopian,left,https://www.thenation.com,https://www.thenation.com/article/culture/mickey-17-bong-joonho/,0.0,0.8057666666666666,-0.8057666666666666
scenes mickey 17,left,https://www.thenation.com,https://www.thenation.com/article/culture/mickey-17-bong-joonho/,0.0,0.9133666666666667,-0.9133666666666667
earth mickey 17,left,https://www.thenation.com,https://www.thenation.com/article/culture/mickey-17-bong-joonho/,0.0,0.9134333333333333,-0.9134333333333333
mickey 17 introduces,left,https://www.thenation.com,https://www.thenation.com/article/culture/mickey-17-bong-joonho/,0.0,0.8684333333333333,-0.8684333333333333
mickey cosmic purgatory,left,https://www.thenation.com,https://www.thenation.com/article/culture/mickey-17-bong-joonho/,0.0,0.8896000000000001,-0.8896000000000001
larissa fasthorse comedy,left,https://www.thenation.com,https://www.thenation.com/article/culture/theatre-broadway-native-americans-representation/,0.0,0.8830333333333332,-0.8830333333333332
audiences larissa fasthorse,left,https://www.thenation.com,https://www.thenation.com/article/culture/theatre-broadway-native-americans-representation/,0.0,0.8895333333333334,-0.8895333333333334
fasthorse comedy fake,left,https://www.thenation.com,https://www.thenation.com/article/culture/theatre-broadway-native-americans-representation/,-0.5,0.8874,-0.8874
comedy fake make,left,https://www.thenation.com,https://www.thenation.com/article/culture/theatre-broadway-native-americans-representation/,-0.5,0.9036666666666666,-0.9036666666666666
play fake make,left,https://www.thenation.com,https://www.thenation.com/article/culture/theatre-broadway-native-americans-representation/,-0.5,0.9464333333333333,-0.9464333333333333
sidelines governor newsom,left,https://www.thenation.com,https://www.thenation.com/article/politics/court-detat/,0.0,0.8847666666666667,-0.8847666666666667
sidelines california governor,left,https://www.thenation.com,https://www.thenation.com/article/politics/court-detat/,0.0,0.8452333333333334,-0.8452333333333334
sidelines governor,left,https://www.thenation.com,https://www.thenation.com/article/politics/court-detat/,0.0,0.7462,-0.7462
time sidelines governor,left,https://www.thenation.com,https://www.thenation.com/article/politics/court-detat/,0.0,0.8418333333333333,-0.8418333333333333
governor newsom time,left,https://www.thenation.com,https://www.thenation.com/article/politics/court-detat/,0.0,0.9028333333333333,-0.9028333333333333
backing texans educational,left,https://www.propublica.org,https://www.propublica.org/article/texas-cypress-fairbanks-removed-textbook-chapters,0.25,0.8958333333333334,-0.8958333333333334
wokeified curriculum texas,left,https://www.propublica.org,https://www.propublica.org/article/texas-cypress-fairbanks-removed-textbook-chapters,0.0,0.8982333333333333,-0.8982333333333333
use texas classrooms,left,https://www.propublica.org,https://www.propublica.org/article/texas-cypress-fairbanks-removed-textbook-chapters,0.0,0.8967666666666667,-0.8967666666666667
conservative board education,left,https://www.propublica.org,https://www.propublica.org/article/texas-cypress-fairbanks-removed-textbook-chapters,0.0,0.8614333333333333,-0.8614333333333333
rejected textbooks republicans,left,https://www.propublica.org,https://www.propublica.org/article/texas-cypress-fairbanks-removed-textbook-chapters,0.0,0.8771333333333334,-0.8771333333333334
microsoft white house,left,https://www.propublica.org,https://www.propublica.org/article/elon-musk-starlink-trump-white-house-spacex-microsoft,0.0,0.8662000000000001,-0.8662000000000001
propublica nonprofit,left,https://www.propublica.org,https://www.propublica.org/article/elon-musk-starlink-trump-white-house-spacex-microsoft,0.0,0.8105333333333333,-0.8105333333333333
taxpayer white house,left,https://www.propublica.org,https://www.propublica.org/article/elon-musk-starlink-trump-white-house-spacex-microsoft,0.0,0.8723333333333333,-0.8723333333333333
starlink donations microsoft,left,https://www.propublica.org,https://www.propublica.org/article/elon-musk-starlink-trump-white-house-spacex-microsoft,0.0,0.8767,-0.8767
white house donation,left,https://www.propublica.org,https://www.propublica.org/article/elon-musk-starlink-trump-white-house-spacex-microsoft,0.0,0.854,-0.854
texas lawsuit paxton,left,https://www.propublica.org,https://www.propublica.org/article/ken-paxton-corruption-probe-justice-department-senate-race,0.0,0.8963333333333333,-0.8963333333333333
vindicating embattled republican,left,https://www.propublica.org,https://www.propublica.org/article/ken-paxton-corruption-probe-justice-department-senate-race,0.0,0.8527333333333332,-0.8527333333333332
federal investigation paxton,left,https://www.propublica.org,https://www.propublica.org/article/ken-paxton-corruption-probe-justice-department-senate-race,0.0,0.9228999999999999,-0.9228999999999999
party paxton attorney,left,https://www.propublica.org,https://www.propublica.org/article/ken-paxton-corruption-probe-justice-department-senate-race,0.0,0.8912,-0.8912
campaign federal investigation,left,https://www.propublica.org,https://www.propublica.org/article/ken-paxton-corruption-probe-justice-department-senate-race,0.0,0.8923,-0.8923
returned nepal sculpture,left,https://www.propublica.org,https://www.propublica.org/article/art-institute-chicago-returned-buddha-statue-nepal-marilynn-alsdorf,0.0,0.8935666666666666,-0.8935666666666666
returned sculpture nepal,left,https://www.propublica.org,https://www.propublica.org/article/art-institute-chicago-returned-buddha-statue-nepal-marilynn-alsdorf,0.0,0.8684333333333333,-0.8684333333333333
nepal sculpture collection,left,https://www.propublica.org,https://www.propublica.org/article/art-institute-chicago-returned-buddha-statue-nepal-marilynn-alsdorf,0.0,0.9005,-0.9005
nepal sculpture,left,https://www.propublica.org,https://www.propublica.org/article/art-institute-chicago-returned-buddha-statue-nepal-marilynn-alsdorf,0.0,0.8083666666666667,-0.8083666666666667
sculpture nepal,left,https://www.propublica.org,https://www.propublica.org/article/art-institute-chicago-returned-buddha-statue-nepal-marilynn-alsdorf,0.0,0.8121,-0.8121
propublica nypd,left,https://www.propublica.org,https://www.propublica.org/article/nyc-nypd-community-response-team-eric-adams-police-abuse,0.0,0.7971666666666667,-0.7971666666666667
mayor propublica,left,https://www.propublica.org,https://www.propublica.org/article/nyc-nypd-community-response-team-eric-adams-police-abuse,0.0,0.7546666666666667,-0.7546666666666667
propublica mayor,left,https://www.propublica.org,https://www.propublica.org/article/nyc-nypd-community-response-team-eric-adams-police-abuse,0.0,0.7561333333333332,-0.7561333333333332
propublica nypd team,left,https://www.propublica.org,https://www.propublica.org/article/nyc-nypd-community-response-team-eric-adams-police-abuse,0.0,0.8779,-0.8779
mayor propublica mayor,left,https://www.propublica.org,https://www.propublica.org/article/nyc-nypd-community-response-team-eric-adams-police-abuse,0.0,0.9612333333333334,-0.9612333333333334
vaccine informed,left,https://www.propublica.org,https://www.propublica.org/article/measles-vaccine-rfk-cdc-report,0.0,0.7634666666666666,-0.7634666666666666
vaccines propublica,left,https://www.propublica.org,https://www.propublica.org/article/measles-vaccine-rfk-cdc-report,0.0,0.8096,-0.8096
associated vaccines propublica,left,https://www.propublica.org,https://www.propublica.org/article/measles-vaccine-rfk-cdc-report,0.0,0.9123,-0.9123
believes decision vaccinate,left,https://www.propublica.org,https://www.propublica.org/article/measles-vaccine-rfk-cdc-report,0.0,0.8919,-0.8919
options vaccine informed,left,https://www.propublica.org,https://www.propublica.org/article/measles-vaccine-rfk-cdc-report,0.0,0.9514333333333335,-0.9514333333333335
cases involving kushner,left,https://www.propublica.org,https://www.propublica.org/article/kushner-kushnerville-apartments-tenants-lawsuits-andrew-rabinowitz-lawyer,0.0,0.8437,-0.8437
